fecha_primeros_sintomas;prop2d
2020-03-10;0.157211965759975
2020-03-11;0.169910378458388
2020-03-12;0.187519505442515
2020-03-13;0.213880049660202
2020-03-14;0.225710868944437
2020-03-15;0.24115274414241
2020-03-16;0.251231807453413
2020-03-17;0.271568483527794
2020-03-18;0.280897929591933
2020-03-19;0.287126978070531
2020-03-20;0.278221882289887
2020-03-21;0.277529321125801
2020-03-22;0.269244522427971
2020-03-23;0.265786774309712
2020-03-24;0.283761715103445
2020-03-25;0.291897859926823
2020-03-26;0.300867287335395
2020-03-27;0.318029633384567
2020-03-28;0.329725683813012
2020-03-29;0.349718622651862
2020-03-30;0.359407195328639
2020-03-31;0.358778434924565
2020-04-01;0.360117508760079
2020-04-02;0.371610050188926
2020-04-03;0.373013761079055
2020-04-04;0.369567207632501
2020-04-05;0.366563416439734
2020-04-06;0.374497616214877
2020-04-07;0.384083013389707
2020-04-08;0.389027211269041
2020-04-09;0.373966833050768
2020-04-10;0.362039050044008
2020-04-11;0.368885317962941
2020-04-12;0.376557275634898
2020-04-13;0.378069402425694
2020-04-14;0.38399855889841
2020-04-15;0.40189618540016
2020-04-16;0.4295768520349
2020-04-17;0.450253798669113
2020-04-18;0.456155017804704
2020-04-19;0.452538759585936
2020-04-20;0.447411665657794
2020-04-21;0.441395291262376
2020-04-22;0.435362484250815
2020-04-23;0.421221765045625
2020-04-24;0.409809492031802
2020-04-25;0.395366218749119
2020-04-26;0.393712225868441
2020-04-27;0.400701545981475
2020-04-28;0.407813951457349
2020-04-29;0.407954571085482
2020-04-30;0.407817696555573
2020-05-01;0.403646148472825
2020-05-02;0.413242809336554
2020-05-03;0.420673809128542
2020-05-04;0.425546294343825
2020-05-05;0.418703809492723
2020-05-06;0.421954268040965
2020-05-07;0.427924174542051
2020-05-08;0.436532792143748
2020-05-09;0.442060813796655
2020-05-10;0.437754942600368
2020-05-11;0.432082494045561
2020-05-12;0.426512890012331
2020-05-13;0.419450728733568
2020-05-14;0.408683006317669
2020-05-15;0.397553330871957
2020-05-16;0.392016599431177
2020-05-17;0.392451140044674
2020-05-18;0.391034657588673
2020-05-19;0.382515800059955
2020-05-20;0.370988979321387
2020-05-21;0.364600216919874
2020-05-22;0.366446838792776
2020-05-23;0.362334089205361
2020-05-24;0.358161542220793
2020-05-25;0.351184325813761
2020-05-26;0.353748000929465
2020-05-27;0.36103303609932
2020-05-28;0.361814041713954
2020-05-29;0.361938221256536
2020-05-30;0.363804117622429
2020-05-31;0.369395906332489
2020-06-01;0.368608870683718
2020-06-02;0.371274484268475
2020-06-03;0.373399691502736
2020-06-04;0.377785316271557
2020-06-05;0.37603942157306
2020-06-06;0.372733576461065
2020-06-07;0.366340464833534
2020-06-08;0.37452247979216
2020-06-09;0.381622603955495
2020-06-10;0.382852176208234
2020-06-11;0.387360982434636
2020-06-12;0.38867933175136
2020-06-13;0.396173599649783
2020-06-14;0.403441552448109
2020-06-15;0.406387163206294
2020-06-16;0.410319035502201
2020-06-17;0.420292513398099
2020-06-18;0.424982918548933
2020-06-19;0.431702186407073
2020-06-20;0.428751273382413
2020-06-21;0.430503634012204
2020-06-22;0.438594265488585
2020-06-23;0.438864959495526
2020-06-24;0.440272863481091
2020-06-25;0.445156735811822
2020-06-26;0.453489476278527
2020-06-27;0.445915025985268
2020-06-28;0.441553577995495
2020-06-29;0.436807784985256
2020-06-30;0.441725399809553
2020-07-01;0.442683009653921
2020-07-02;0.43759041022441
2020-07-03;0.434258302358094
2020-07-04;0.448753528336516
2020-07-05;0.458372079166605
2020-07-06;0.46405575006052
2020-07-07;0.465936271680084
2020-07-08;0.474586412982152
2020-07-09;0.48582425483395
2020-07-10;0.484509771745613
2020-07-11;0.492963383820669
2020-07-12;0.496719761825943
2020-07-13;0.500252559577825
2020-07-14;0.493213643941427
2020-07-15;0.480404453392108
2020-07-16;0.475724851765111
2020-07-17;0.48242874035792
2020-07-18;0.480537809785438
2020-07-19;0.481520982872995
2020-07-20;0.475650304269678
2020-07-21;0.483885444585242
2020-07-22;0.492927756267192
2020-07-23;0.496211935696229
2020-07-24;0.500479079246474
2020-07-25;0.503007351272353
2020-07-26;0.502571960230815
2020-07-27;0.507163970311084
2020-07-28;0.508745452107067
2020-07-29;0.508756356352183
2020-07-30;0.509795239675672
2020-07-31;0.509636883342265
2020-08-01;0.501635852528662
2020-08-02;0.504885637828985
2020-08-03;0.512267595425602
2020-08-04;0.515245527095921
2020-08-05;0.522223846581319
2020-08-06;0.533721439658998
2020-08-07;0.536132757283983
2020-08-08;0.545403866672883
2020-08-09;0.548408070180124
2020-08-10;0.543793875597277
2020-08-11;0.54540808907701
2020-08-12;0.546271404744978
2020-08-13;0.536827142730558
2020-08-14;0.529465510696975
2020-08-15;0.527327682190138
2020-08-16;0.526899117997493
2020-08-17;0.531241531461507
2020-08-18;0.530589283644231
2020-08-19;0.533429950733546
2020-08-20;0.526116994172009
2020-08-21;0.530113625672037
2020-08-22;0.531280517635581
2020-08-23;0.527687094005149
2020-08-24;0.524865705454326
2020-08-25;0.523735720336783
2020-08-26;0.519974944588283
2020-08-27;0.528054845833934
2020-08-28;0.525353146444395
2020-08-29;0.521610003261383
2020-08-30;0.515844239367499
2020-08-31;0.516719067928598
2020-09-01;0.508076869653024
2020-09-02;0.501913852044982
2020-09-03;0.49869722384835
2020-09-04;0.497759725661553
2020-09-05;0.493826043550194
2020-09-06;0.493611575292315
2020-09-07;0.48311436242819
2020-09-08;0.486714484505475
2020-09-09;0.485813219888174
2020-09-10;0.478163728316582
2020-09-11;0.479738724943375
2020-09-12;0.479074874623267
2020-09-13;0.474358263266816
2020-09-14;0.479383126620374
2020-09-15;0.471965002963495
2020-09-16;0.457027392775533
2020-09-17;0.440166387421982
2020-09-18;0.422564838291955
2020-09-19;0.418068647794447
2020-09-20;0.419278679337159
2020-09-21;0.418989581364913
2020-09-22;0.430077046285399
2020-09-23;0.450119809065431
2020-09-24;0.476464087050881
2020-09-25;0.495402386465606
2020-09-26;0.509388261666607
2020-09-27;0.524437067811303
2020-09-28;0.531716196308167
2020-09-29;0.536977682134169
2020-09-30;0.537451612658009
2020-10-01;0.535075061298093
2020-10-02;0.535907654439066
2020-10-03;0.534991044464666
2020-10-04;0.532099129544918
2020-10-05;0.534885095211198
2020-10-06;0.533800656225731
2020-10-07;0.539925807941632
2020-10-08;0.547034158528243
2020-10-09;0.553724598707474
2020-10-10;0.541594919797562
2020-10-11;0.541724363508237
2020-10-12;0.542236460533866
2020-10-13;0.54606498353052
2020-10-14;0.547600113859521
2020-10-15;0.548054788482994
2020-10-16;0.544997972931508
2020-10-17;0.563741085784945
2020-10-18;0.564138885954648
2020-10-19;0.568552027671865
2020-10-20;0.56440946680638
2020-10-21;0.562483565522092
2020-10-22;0.563612070021237
2020-10-23;0.563318526338415
2020-10-24;0.557595940537425
2020-10-25;0.561609332169615
2020-10-26;0.556065957795072
2020-10-27;0.561172928119433
2020-10-28;0.558738262048404
2020-10-29;0.558618160910603
2020-10-30;0.554125895052628
2020-10-31;0.560933712757264
2020-11-01;0.55581723869669
2020-11-02;0.554255704992299
2020-11-03;0.556266530605609
2020-11-04;0.55824315476325
2020-11-05;0.558580051426677
2020-11-06;0.561086837228208
