fecha_notificacion;prop1d
2020-03-10;0.153846153846154
2020-03-11;0.164050235478807
2020-03-12;0.175039246467818
2020-03-13;0.204801151229723
2020-03-14;0.136619333047904
2020-03-15;0.163573510945479
2020-03-16;0.109356643475599
2020-03-17;0.111572914599433
2020-03-18;0.111482612992065
2020-03-19;0.120198035500591
2020-03-20;0.106003896306451
2020-03-21;0.134007143059698
2020-03-22;0.141066570604301
2020-03-23;0.146411257623053
2020-03-24;0.153614138775514
2020-03-25;0.175773733216295
2020-03-26;0.192224502540627
2020-03-27;0.205426578242703
2020-03-28;0.209890863956989
2020-03-29;0.222178783077206
2020-03-30;0.248323690801061
2020-03-31;0.278189295579558
2020-04-01;0.294684394019896
2020-04-02;0.31063513996051
2020-04-03;0.32689190532186
2020-04-04;0.347771026200981
2020-04-05;0.366912438589904
2020-04-06;0.377324440381216
2020-04-07;0.385492230778972
2020-04-08;0.40395064862887
2020-04-09;0.407663053697985
2020-04-10;0.440903924270442
2020-04-11;0.451618209984727
2020-04-12;0.436477083898602
2020-04-13;0.448615112721836
2020-04-14;0.471703135809859
2020-04-15;0.477818081788251
2020-04-16;0.487314371559396
2020-04-17;0.493477829850513
2020-04-18;0.490455851828535
2020-04-19;0.506049413196745
2020-04-20;0.509345158427974
2020-04-21;0.493644585366024
2020-04-22;0.489488108725781
2020-04-23;0.485362276311848
2020-04-24;0.476914082907208
2020-04-25;0.473852858417412
2020-04-26;0.476394284987303
2020-04-27;0.472910231349718
2020-04-28;0.4831412359284
2020-04-29;0.478334054289798
2020-04-30;0.472854408487571
2020-05-01;0.453463896437214
2020-05-02;0.452147240742678
2020-05-03;0.452066237087635
2020-05-04;0.394449261792579
2020-05-05;0.352752038448132
2020-05-06;0.324923807934637
2020-05-07;0.296548892310133
2020-05-08;0.263119852711619
2020-05-09;0.227348596318243
2020-05-10;0.182351142882424
2020-05-11;0.187219247572663
2020-05-12;0.175712133268843
2020-05-13;0.157304089812262
2020-05-14;0.147171904297891
2020-05-15;0.141413910190616
2020-05-16;0.140801867432607
2020-05-17;0.145219702750086
2020-05-18;0.150002216260641
2020-05-19;0.158104829885398
2020-05-20;0.167439043269993
2020-05-21;0.181210869620913
2020-05-22;0.193261048251292
2020-05-23;0.197901953544888
2020-05-24;0.207819579558932
2020-05-25;0.212648797393436
2020-05-26;0.207751387858967
2020-05-27;0.209473905964729
2020-05-28;0.210329401284007
2020-05-29;0.2078798110279
2020-05-30;0.21108574813716
2020-05-31;0.209224099737244
2020-06-01;0.215126825866502
2020-06-02;0.225866448917034
2020-06-03;0.233756874506953
2020-06-04;0.236132719977375
2020-06-05;0.253791027933219
2020-06-06;0.266642434089933
2020-06-07;0.276686940737117
2020-06-08;0.29399218179564
2020-06-09;0.306812347700487
2020-06-10;0.32054335808127
2020-06-11;0.337346510249049
2020-06-12;0.348356548468001
2020-06-13;0.366511541621924
2020-06-14;0.382770448843824
2020-06-15;0.387733489629213
2020-06-16;0.3910860907152
2020-06-17;0.399573802696063
2020-06-18;0.405901126008371
2020-06-19;0.4059482782248
2020-06-20;0.405784376429251
2020-06-21;0.418989288936126
2020-06-22;0.437139890952021
2020-06-23;0.456989504061152
2020-06-24;0.468355484633695
2020-06-25;0.48196631588973
2020-06-26;0.491339925275493
2020-06-27;0.496090336121837
2020-06-28;0.493539341064981
2020-06-29;0.501760902621234
2020-06-30;0.506878832776069
2020-07-01;0.515122873930203
2020-07-02;0.522876375378366
2020-07-03;0.524695789244056
2020-07-04;0.538566731977155
2020-07-05;0.548710061230296
2020-07-06;0.546039139249958
2020-07-07;0.546206869058428
2020-07-08;0.542863466847313
2020-07-09;0.540138285393938
2020-07-10;0.550746153990729
2020-07-11;0.540585500792163
2020-07-12;0.542147459095047
2020-07-13;0.5413150050603
2020-07-14;0.546756661061091
2020-07-15;0.540457203777203
